sgRNA,Rank,TL_32_37,SL1_54_60,SL2_71_76,SL3_88_90
sgRNA_9,rank01,0,0,1,0
sgRNA_9,rank02,0,0,1,0
sgRNA_9,rank03,0,0,1,0
sgRNA_9,rank04,0,0,1,0
sgRNA_9,rank05,0,0,1,0
sgRNA_90,rank01,0,0,0,0
sgRNA_90,rank02,0,1,0,0
sgRNA_90,rank03,0,1,0,0
sgRNA_90,rank04,0,0,0,0
sgRNA_90,rank05,0,1,0,0
sgRNA_91,rank01,0,1,1,0
sgRNA_91,rank02,0,0,0,0
sgRNA_91,rank03,0,1,1,0
sgRNA_91,rank04,0,0,0,0
sgRNA_91,rank05,0,1,0,0
sgRNA_92,rank01,1,0,0,0
sgRNA_92,rank02,1,0,0,0
sgRNA_92,rank03,0,0,0,0
sgRNA_92,rank04,0,0,0,0
sgRNA_92,rank05,0,0,0,0
sgRNA_93,rank01,1,0,0,0
sgRNA_93,rank02,0,0,0,0
sgRNA_93,rank03,1,0,0,0
sgRNA_93,rank04,0,0,0,0
sgRNA_93,rank05,1,0,0,0
sgRNA_94,rank01,0,0,0,0
sgRNA_94,rank02,0,0,1,0
sgRNA_94,rank03,0,0,0,0
sgRNA_94,rank04,0,0,1,0
sgRNA_94,rank05,0,1,0,0
sgRNA_95,rank01,0,0,0,0
sgRNA_95,rank02,0,0,1,0
sgRNA_95,rank03,0,1,0,0
sgRNA_95,rank04,1,0,0,0
sgRNA_95,rank05,0,1,0,0
sgRNA_96,rank01,0,1,0,0
sgRNA_96,rank02,0,0,0,0
sgRNA_96,rank03,0,0,0,0
sgRNA_96,rank04,0,1,0,0
sgRNA_96,rank05,0,0,0,0
sgRNA_97,rank01,0,1,0,0
sgRNA_97,rank02,0,0,1,0
sgRNA_97,rank03,0,1,1,0
sgRNA_97,rank04,0,1,0,0
sgRNA_97,rank05,0,0,0,0
sgRNA_98,rank01,0,1,1,0
sgRNA_98,rank02,0,0,0,0
sgRNA_98,rank03,0,1,0,0
sgRNA_98,rank04,0,0,1,0
sgRNA_98,rank05,0,0,0,0
sgRNA_99,rank01,0,1,0,0
sgRNA_99,rank02,0,1,0,0
sgRNA_99,rank03,0,0,0,0
sgRNA_99,rank04,0,1,0,0
sgRNA_99,rank05,0,1,0,0
